exam,exam_question_index,module,question_type,passage_or_sentence,question_text,A,B,C,D,correct,explanation
6,7,1,Inference,"Researchers observed that historical diaries initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
6,8,1,Grammar (Pronoun),Each student must submit ___ assignment by Friday.,Which choice best completes the sentence?,their,his or her,they,its,B,Each is singular; formal correct pronoun is 'his or her'.
6,9,1,Words in Context,"Scholars described the proposal as ""obscure"", noting it departed from established methods.","As used in the passage, ""obscure"" most nearly means:",unclear,famous,loud,temporary,A,"""obscure"" in scholarly context usually means unclear rather than the other choices."
6,10,1,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
6,11,1,Words in Context,"Scholars described the proposal as ""temper"", noting it departed from established methods.","As used in the passage, ""temper"" most nearly means:",weaken,intensify,measure,temporary,A,"""temper"" in scholarly context usually means weaken rather than the other choices."
6,12,1,Evidence,Scholars argued that digital tools in music reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,13,1,Evidence,Scholars argued that space exploration reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,14,1,Main Idea,"historical diaries has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
6,15,1,Evidence,Scholars argued that agricultural technology reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,16,1,Main Idea,"architectural design has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
6,17,1,Vocabulary in Context,"The study was initially considered advocate by peers, but later evidence supported its claims.","As used here, ""advocate"" most nearly means:",supporter,critic,opponent,controversial,A,"In this scientific context, advocate indicates supporter."
6,18,1,Evidence,Scholars argued that climate policy reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,19,1,Vocabulary in Context,"The study was initially considered robust by peers, but later evidence supported its claims.","As used here, ""robust"" most nearly means:",strong,fragile,noisy,controversial,A,"In this scientific context, robust indicates strong."
6,20,1,Vocabulary in Context,"The study was initially considered sound by peers, but later evidence supported its claims.","As used here, ""sound"" most nearly means:",reliable,noisy,illegal,controversial,A,"In this scientific context, sound indicates reliable."
6,21,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
6,22,1,Evidence,Scholars argued that architectural design reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,23,1,Inference,"Researchers observed that marine biology initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
6,24,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
6,25,1,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
6,26,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
6,27,1,Vocabulary in Context,"The study was initially considered sound by peers, but later evidence supported its claims.","As used here, ""sound"" most nearly means:",reliable,noisy,illegal,controversial,A,"In this scientific context, sound indicates reliable."
6,28,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
6,29,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
6,30,2,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
6,31,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
6,32,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
6,33,2,Inference,"Researchers observed that artistic innovation initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
6,34,2,Evidence,Scholars argued that historical diaries reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,35,2,Evidence,Scholars argued that urban planning reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,36,2,Vocabulary in Context,"The study was initially considered advocate by peers, but later evidence supported its claims.","As used here, ""advocate"" most nearly means:",supporter,critic,opponent,controversial,A,"In this scientific context, advocate indicates supporter."
6,37,2,Main Idea,"marine biology has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
6,38,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
6,39,2,Words in Context,"Scholars described the proposal as ""restraint"", noting it departed from established methods.","As used in the passage, ""restraint"" most nearly means:",discipline,shortage,hesitation,temporary,A,"""restraint"" in scholarly context usually means discipline rather than the other choices."
6,40,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
6,41,2,Inference,"Researchers observed that historical diaries initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
6,42,2,Evidence,Scholars argued that space exploration reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
6,43,2,Inference,"Researchers observed that climate policy initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
6,44,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
6,45,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
6,46,2,Inference,"Researchers observed that data privacy initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
6,47,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
6,48,2,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
6,49,2,Vocabulary in Context,"The study was initially considered robust by peers, but later evidence supported its claims.","As used here, ""robust"" most nearly means:",strong,fragile,noisy,controversial,A,"In this scientific context, robust indicates strong."
6,50,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
6,51,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
6,52,2,Main Idea,"electric buses has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
6,53,2,Main Idea,"space exploration has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
6,54,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
7,1,1,Grammar (Pronoun),Each student must submit ___ assignment by Friday.,Which choice best completes the sentence?,their,his or her,they,its,B,Each is singular; formal correct pronoun is 'his or her'.
7,2,1,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
7,3,1,Evidence,Scholars argued that architectural design reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
7,4,1,Vocabulary in Context,"The study was initially considered advocate by peers, but later evidence supported its claims.","As used here, ""advocate"" most nearly means:",supporter,critic,opponent,controversial,A,"In this scientific context, advocate indicates supporter."
7,5,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,6,1,Inference,"Researchers observed that artistic innovation initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
7,7,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,8,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,9,1,Vocabulary in Context,"The study was initially considered stride by peers, but later evidence supported its claims.","As used here, ""stride"" most nearly means:",progress,stumble,delay,controversial,A,"In this scientific context, stride indicates progress."
7,10,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
7,11,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
7,12,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
7,13,1,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
7,14,1,Main Idea,"scientific method has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
7,15,1,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
7,16,1,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
7,17,1,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
7,18,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
7,19,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
7,20,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
7,21,1,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
7,22,1,Main Idea,"social media misinformation has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
7,23,1,Evidence,Scholars argued that digital tools in music reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
7,24,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
7,25,1,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
7,26,1,Words in Context,"Scholars described the proposal as ""advocate"", noting it departed from established methods.","As used in the passage, ""advocate"" most nearly means:",supporter,critic,opponent,temporary,A,"""advocate"" in scholarly context usually means supporter rather than the other choices."
7,27,1,Evidence,Scholars argued that agricultural technology reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
7,28,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
7,29,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
7,30,2,Vocabulary in Context,"The study was initially considered temper by peers, but later evidence supported its claims.","As used here, ""temper"" most nearly means:",weaken,intensify,measure,controversial,A,"In this scientific context, temper indicates weaken."
7,31,2,Evidence,Scholars argued that transportation reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
7,32,2,Evidence,Scholars argued that electric buses reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
7,33,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,34,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
7,35,2,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
7,36,2,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
7,37,2,Vocabulary in Context,"The study was initially considered advocate by peers, but later evidence supported its claims.","As used here, ""advocate"" most nearly means:",supporter,critic,opponent,controversial,A,"In this scientific context, advocate indicates supporter."
7,38,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
7,39,2,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
7,40,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
7,41,2,Grammar (Modifier),"Running down the hall, the trophy was accidentally knocked over.",Which choice corrects the dangling modifier?,NO CHANGE,"Running down the hall, the student accidentally knocked over the trophy.",The trophy accidentally knocked over while running down the hall.,"Running down the hall, the trophy moved.",B,The participial phrase must modify the person; B fixes it.
7,42,2,Transition,"The policy reduced costs. ___, employees reported lower morale.",Which transition best fits?,Therefore,Consequently,Nevertheless,Similarly,C,Contrast between reduced costs and lower morale.
7,43,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,44,2,Vocabulary in Context,"The study was initially considered yield by peers, but later evidence supported its claims.","As used here, ""yield"" most nearly means:",produce,surrender,delay,controversial,A,"In this scientific context, yield indicates produce."
7,45,2,Grammar (Pronoun),Each student must submit ___ assignment by Friday.,Which choice best completes the sentence?,their,his or her,they,its,B,Each is singular; formal correct pronoun is 'his or her'.
7,46,2,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
7,47,2,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
7,48,2,Inference,"Researchers observed that sustainability initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
7,49,2,Main Idea,"printing press has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
7,50,2,Evidence,Scholars argued that electric buses reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
7,51,2,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
7,52,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,53,2,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
7,54,2,Sentence Placement,(1) A company updated its software. (2) Users reported more bugs. (3) The update included several security patches. (4) Management addressed the issues.,Where should the sentence 'The update included several security patches.' be placed?,After sentence 1,After sentence 2,After sentence 3,After sentence 4,A,"It explains the content of the update, so place after sentence 1."
